incident_id,opened_date,priority,service,category,summary,description,root_cause,resolution,status,assignment_group
INC100410,19-01-2025,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100411,20-08-2024,P3,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100412,20-03-2024,P3,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100413,15-05-2024,P4,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100414,04-05-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Resolved,IAM Team
INC100415,19-09-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100416,15-01-2025,P3,Kubernetes Platform,Infra,Kubernetes Platform issue reported by users,Multiple users reported issues related to kubernetes platform affecting normal operations.,Pod memory limit breach,Increased memory limits and redeployed pods,Closed,Cloud Ops
INC100417,04-07-2024,P1,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100418,29-09-2024,P3,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100419,22-12-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100420,23-10-2024,P3,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100421,01-10-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Closed,DBA Team
INC100422,22-01-2024,P1,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100423,30-12-2024,P2,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Resolved,Network Ops
INC100424,29-09-2024,P4,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100425,03-10-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100426,19-03-2024,P1,VPN Gateway,Network,VPN Gateway issue reported by users,Multiple users reported issues related to vpn gateway affecting normal operations.,Expired VPN certificate,Renewed certificate and restarted gateway,Closed,Network Ops
INC100427,22-07-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100428,23-05-2024,P2,Authentication Service,Security,Authentication Service issue reported by users,Multiple users reported issues related to authentication service affecting normal operations.,Token service timeout,Restarted auth service and fixed timeout config,Closed,IAM Team
INC100429,22-01-2024,P1,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100430,23-02-2024,P2,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100431,17-07-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Closed,Infra Monitoring
INC100432,27-01-2024,P1,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Resolved,Batch Ops
INC100433,02-08-2024,P3,Monitoring Tool,Infra,Monitoring Tool issue reported by users,Multiple users reported issues related to monitoring tool affecting normal operations.,Incorrect alert threshold,Updated threshold configuration,Resolved,Infra Monitoring
INC100434,14-08-2024,P2,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100435,18-01-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Closed,App Support
INC100436,03-09-2024,P2,Batch Processing,Application,Batch Processing issue reported by users,Multiple users reported issues related to batch processing affecting normal operations.,Job scheduler crash,Restarted scheduler and re-ran failed jobs,Closed,Batch Ops
INC100437,15-02-2024,P2,Database Cluster,Database,Database Cluster issue reported by users,Multiple users reported issues related to database cluster affecting normal operations.,Primary node failover issue,Triggered manual failover and stabilized cluster,Resolved,DBA Team
INC100438,29-01-2024,P1,Email Service,Application,Email Service issue reported by users,Multiple users reported issues related to email service affecting normal operations.,SMTP relay memory leak,Restarted SMTP service and applied memory patch,Closed,Messaging Team
INC100439,01-03-2024,P1,Customer API,Application,Customer API issue reported by users,Multiple users reported issues related to customer api affecting normal operations.,Connection pool exhaustion,Increased pool size and optimized queries,Resolved,App Support
